Track_Title,Key_Signature
"Symphony No. 86 in D Major, Hob, I:86: I. Adagio - Allegro spiritoso ",D Major
"Étude for the Left Hand in A♭ major, Op. 36 ",A♭ major
Keyboard Sonata in C minor: I. Allegro vigoroso ,C minor
"Symphony No. 1 in C Minor, Op. 68: II. Andante sostenuto ",C Minor
"Bassoon Quartet in B-Flat Major, Op. 40 No. 3: II. Larghetto non troppo ",B-Flat Major
"Écossaises Nos. 1 & 2 - German Dance in G flat Major, D. 722 ",G flat Major
"Violin Sonata No. 9 in A Major, Op. 47 ""Kreutzer"": II. Andante con variazioni ",A Major
"Polonaises, Op. 26: No. 1 in C sharp Minor ",C sharp Minor
"Symphony No. 45 in F# Minor, Hob. I:45 ""Farewell"": II. Adagio ",F# Minor
Recorder Concerto in F Major: II. Siciliano ,F Major
"Slavonic Dances, Series 2, Op. 72, B. 145: No. 5 in B-Flat Minor ",B-Flat Minor
"String Quintet No. 20 in D minor, Op. 45 ",D minor
"Piano Sonata No. 17 in B-Flat Major, K. 570: II. Adagio ",B-Flat Major
8 Easy Organ Voluntaries: No. 8 in G Minor ,G Minor
"Piano Sonata No. 21 in C Major, Op. 53 ""Waldstein"": I. Allegro con brio ",C Major
Concerto for Flute and 2 Violins in G Major: I. Spiritoso ,G Major
Violin Partita No. 2 in A Major: III. Sarabande ,A Major
"Pièces de clavecin, Suite in D Minor-major, RTC 3: IX. Le lardon ",D Minor
"Symphony No. 39 in E-Flat Major, K. 543: III. Menuetto. Allegretto ",E-Flat Major
"Prelude & Fugue for Organ in A Minor, BWV 543: I. Prelude ",A Minor
"Keyboard Sonata in D Minor, Wq. 63 No. 2: II. Adagio sostenuto ",D Minor
"Divertimento in E-Flat Major, K. 252 ",E-Flat Major
"String Symphony No. 11 in F Major, MWV N11 ",F Major
"German Dance in C sharp Minor, D. 643 ",C sharp Minor
"6 Pieces for Organ: Prelude, Fugue and Variation in B Minor, Op. 18, M. 30 ",B Minor
"Trio in A Minor, Op. 114: III. Andantino grazioso ",A Minor
"Piano Sonata in E-Flat Major, Op. 23 No. 1: II. Rondo. Vivace ",E-Flat Major
"Trio Sonata in B Minor, Op. 2 No. 1, HWV 386b ",B Minor
"6 Variations on an Original Theme in F Major, Op. 34: Var. 3, Allegretto ",F Major
"Overture in the French Style in B Minor, BWV 831: VII. Gigue ",B Minor
Prelude No. 14 in C-Sharp Minor ,C-Sharp Minor
Ricercare in C Minor ,C Minor
"Violin Concerto in G major, RV 312: I. Allegro molto ",G major
"24 Préludes, Op. 34: No. 9 in E Major. Presto ",E Major
"Little Songs, Series 4: No. 3, Allegretto in A minor ",A minor
"L'arte del violino, Violin Concerto in E Major, Op. 3 No. 4: I. Capriccio VII (Largo ",E Major
"Mazurka in B♭ major, Op. Posth. ",B♭ major
"Album de Peterhof, Op. 75: No. 8, Nocturne in G major ",G major
"Cello Concerto No. 2 in E Minor, Op. 30 ",E Minor
"A Choice Collection of Lessons, Suite No. 1 in G Major, Z. 660, II. Almand ",G Major
"Keyboard Partita No. 6 in E Minor, BWV 830: II. Allemande ",E Minor
Divertimento in F major ,F major
"Piano Sonata No. 3 in C Major, Op. 2 No. 3 ",C Major
"Prelude & Fugue No. 24 in B Minor, BWV 869 ",B Minor
"Serenade No. 2 in A Major, Op. 16: III. Adagio non troppo ",A Major
"Suite for 2 Flutes No. 11 in E Minor, Op. 3 No. 1: I. Rondeau en contrefaiseurs. Lentement ",E Minor
"Violin Sonata No. 2 in E minor, Op. 36a, BV 244 ",E minor
"Chaconne in C Minor, BuxWV 159 ",C Minor
"Piano Concerto No. 11 in F Major, K. 413: I. Allegro ",F Major
"3 Romances, Op. 94: No. 3 in A Minor ",A Minor
"A Little Piano Book: No. 6, Two-Part Invention in G Major ",G Major
"Concerto for 2 Horns & String Orchestra in F Major, RV 539 ",F Major
"Violin Sonata in F Minor, Op. 19 ",F Minor
"Piano Sonata No. 12 in F Major, Op. 6 No. 3, K. 332 ",F Major
"Violin Sonata in A Major, M. 8: I. Allegretto ben moderato ",A Major
"Piano Trio in E-Flat Major, WoO 38 ",E-Flat Major
Piano Sonata in G Minor: III. Adagio ,G Minor
"Mass in F sharp Minor, Op. 36: Sanctus ",F sharp Minor
Cello Concerto in D major: IV. Allegro ma non presto ,D major
"Waltz in A flat Major, Op. 39 No. 15 ",A flat Major
"Sonata à 4 in A Minor, TWV 43:a5 ",A Minor
"6 German Dances, K. 571: No. 6 in D Major ",D Major
"Keyboard Concerto in A Major, BWV 1055: II. Largo ",A Major
"Prelude in B minor, BWV 923 ",B minor
"Piano Quartet No. 3 in C Minor, Op. 60: II. Scherzo. Allegro ",C Minor
"Mass in G Major, FP 89: Benedictus ",G Major
"String Quartet in G minor, Op. 24 No. 6, G. 194: III. Minuetto ",G minor
"Pièces de clavecin, Suite No. 7 in G Minor: II. Allemande ",G Minor
"Concerto in F Major, Op. 3 No. 6 ",F Major
"Sonata in D Minor, Weiss SW61: I. Overture ",D Minor
"Piano Sonata No. 1 in F-Sharp Minor, Op. 11: III. Scherzo. Allegrissimo - Intermezzo. Lento ",F-Sharp Minor
Cello Concerto in D Major: II. Allegro ,D Major
"Oboe Concerto in C Major, K. 314: II. Adagio ma non troppo ",C Major
Harpsichord Suite No. 6 in F Major: II. Courante ,F Major
"Allegro in C major, Wq. 116 No. 21, H. 153 ",C major
"Cello Concerto in C Major, Op. 27: II. Adagio non troppo ",C Major
"Flute Concerto in G Minor, Op. 10 No. 2, RV 439 ""La notte"": V. Il sonNo. Largo ",G Minor
"Prelude & Fugue in G major, BWV 541 ",G major
"Symphony No. 93 in D Major, Hob. I:93: III. Menuet ",D Major
Recorder Suite No. 3 in B-Flat Major: VI. Gigue ,B-Flat Major
"6 Préludes & Fugues for Organ, S. 462/R. 119, Prelude & Fugue No. 5 in E minor ",E minor
"Mass in B Minor, BWV 232: Kyrie ",B Minor
"Piano Sonata No. 28 in A Major, Op. 101: III. Langsam und sehnsuchtsvoll ",A Major
"Cello Sonata No. 5 in D Major, Op. 102 No. 2: I. Allegro con brio ",D Major
"Sinfonia No. 5 in B♭ major, MWV N5: II. Andante ",B♭ major
"Sonata No. 1 for Violin & Harpsichord in B Minor, BWV 1014: I. Adagio ",B Minor
"String Quartet No. 3 in B♭ major, Op. 67: I. Vivace ",B♭ major
"Keyboard Sonata in E-Flat Major, Wq. 65 No. 7: III. Vivace ",E-Flat Major
"Brass Quintet No. 1 in B flat minor, Op. 5: I. Moderato ",B flat minor
"String Quartet No. 1 in G Minor / B-Flat Major, D. 18: I. Allegro con brio ",G Minor
Miserere in C Minor: Quoniam si voluisses ,C Minor
"Symphony in C Major, Bryan C11 ""Il comista"": III. Finale. Adagio più andante ",C Major
"24 Caprices for Solo Violin, Op. 1, MS 25: No. 17 in E flat Major. Sostenuto andante ",E flat Major
"Keyboard Concerto in G Minor, Wq. 32: III. Allegro ",G Minor
"Violin Sonata No. 32 in B-Flat Major, Op. 7 No. 3, K. 454 ",B-Flat Major
"Toccata in F Major, BuxWV 156 ",F Major
"Piano Concerto No. 2 in G minor, Op. 22, R. 190: I. Andante sostenuto ",G minor
"24 Préludes & Fugues, Op. 87: Prelude No. 24 in D Minor ",D Minor
"Cello Concerto in E Minor, Op. 85: III. Allegro - Moderato - Allegro ma non troppo ",E Minor
Mazurka in F Major ,F Major
"Prelude in D Major, BWV 925 ",D Major
"L'arte del violino, Violin Concerto in D Major, Op. 3 No. 12: II. Largo ",D Major
"Prelude & Fughetta in E Minor, BWV 900: Fughetta ",E Minor
"Organ Sonata No. 3 in D Minor, BWV 527 ",D Minor
"Rondo in G Major, WoO 41 ",G Major
Toccata in B-Flat Major ,B-Flat Major
"Recorder Concerto in C Major, RV 443: I. Allegro ",C Major
Clavier Sonata in D Minor: III. Allegro ,D Minor
"Concerto for 2 Flutes & Bassoon in A major, TWV 53:A1: III. Adagio ",A major
"Trio in E♭ major, Op. 33 No. 5 ",E♭ major
Toccata VI in C Major: I. Prelude ,C Major
"Symphony No. 3 in D Minor, WAB 103: III. Ziemlich schnell ",D Minor
"Violin Sonata No. 1 in B Minor, Op. 21: I. Canzona. Canterellando. Con fluidezza ",B Minor
"8 Préludes, Op. 48: No. 3 in A Major ",A Major
"Études d'exécution transcendante d'après Paganini, S. 140: No. 5 in E Major ""La chasse"" ",E Major
"Symphony No. 72 in D Major, Hob. I:72 ",D Major
"6 German Dances, K. 606: No. 1 in B-Flat Major ",B-Flat Major
"Symphony No. 2 in D major, Op. 43 ",D major
"7 Lieder, Op. 16: No. 2, Wandl' ich in dem Morgenthau ", 
"Suite in the Old Style in F Major, Op. 93 ",F Major
"6 Piano Pieces, Op. 118: No. 1, Intermezzo in A minor ",A minor
"Serenade in D Major, Op. 41: I. Entrata. Allegro ",D Major
"Symphony No. 00 in F Minor, WAB 99 ""Study Symphony"": IV. Finale. Allegro ",F Minor
"3-Part Inventions: No. 2 in c minor, BWV 788 ",c minor
Suite No. 6 in C Major ,C Major
"Flute Quartet No. 3 in E Major, Op. 57: II. Andante ",E Major
"Violin Concerto No. 1 in D Major, Op. 6: III. Rondo. Allegro spirituoso ",D Major
"Divertimento in B flat Major, K. 270: I. Allegro molto ",B flat Major
"Piano Concerto No. 4 in B flat Major, Op. 53 ",B flat Major
"Cello Sonata in E Major, Op. 132: II. Andante molto espressivo ",E Major
Oboe Sonatina No. 1 in G minor ,G minor
"Symphony No. 4 in F Minor, Op. 36, TH 27: III. Scherzo. Pizzicato ostinato ",F Minor
"Organ Sonata No. 11 in D minor, Op. 148: II. Cantilène ",D minor
"Flute Sonata in B Minor, Op. 44 No. 2: II. Presto ",B Minor
Litaniae in D Major: Mater Christi ,D Major
"Duetto in E Minor, Wq. 140, H. 598: I. Andante ",E Minor
"Cello Concerto in E Minor, Op. 85: II. Lento - Allegro molto ",E Minor
"2-Part Inventions: No. 11 in G Minor, BWV 782 ",G Minor
"3 Intermezzi, Op. 117: No. 3 in C# Minor ",C# Minor
"The Well-Tempered Clavier, Book 1: Fugue No. 4 in C-Sharp Minor, BWV 849 ",C-Sharp Minor
"18 Dances of Different Genres: No. 13, Contre-danse in B♭ major ",B♭ major
"Harpsichord Concerto No. 1 in D Minor, BWV 1052 ",D Minor
Étude No. 66 in C Minor ,C Minor
"Keyboard Sonata in E Major, Hob. XVI:31: II. Allegretto ",E Major
Harp Concerto in G Major: III. Allegro non troppo ,G Major
"3 Préludes, Op. 4: No. 2 in F# Minor ",F# Minor
"Symphony No. 23 in D Major, K. 181 ",D Major
"Piano Sonata in C Major, Op. 118 No. 3 ",C Major
"Piano Sonata No. 4 in E-Flat Major, Op. 7: IV. Rondo. Poco allegretto e grazioso ",E-Flat Major
"Keyboard Sonata in F-Sharp Minor, Kk. 448 ",F-Sharp Minor
Violin Sonata No. 3 in C Major: II. Lento sostenuto ,C Major
"String Quartet No. 17 in B flat Major, Op. 10 No. 3, K. 458 ""Hunt"": III. Adagio ",B flat Major
"Octet in E-Flat Major, Op. 103: IV. Finale. Presto ",E-Flat Major
"Préludes, Op. 28: No. 11 in B Major ",B Major
"Baryton Trio No. 65 in G Major, Hob. XI:65 ",G Major
"Piano Sonata No. 7 in D Major, Op. 10 No. 3: III. Menuetto ",D Major
"8 Préludes, Op. 63: No. 6 in B Minor ",B Minor
Suites de pièces in F Major: Allemande grave ,F Major
"Prelude & Fugue in G Major, BWV 550: Prelude ",G Major
"Violin Sonata No. 17 in C Major, K. 296 ",C Major
"Konzertstück in F Minor, Op. 79, J. 282: II. Adagio ",F Minor
"Fantasy No. 12 in G minor, TWV 40:13: I. Grave - Allegro ",G minor
"String Quartet in B-Flat Major, P. VIII:1: III. Rondo. Allegretto ",B-Flat Major
"Violin Sonata in G Minor, Op. 27 No. 1: IV. Finale con brio. Allegro fermo ",G Minor
"Piano Quartet in E♭ major, Op. 47: II. Scherzo. Molto vivace ",E♭ major
"Prelude et partita del tuono terzo in F Major, BWV 833 ",F Major
"String Quartet No. 10 in E-Flat Major, Op. 74 ""Harp"": III. Presto - IV. Allegretto con variazioni ",E-Flat Major
"Symphony No. 2 in D Major, Op. 11: Allegro ",D Major
"Suite in F major, Op. 90: III. Menuet ",F major
"Piano Trio No. 17 in F Major, Hob. XV:17: I. Allegro ",F Major
Keyboard Sonata No. 2 in G Major: II. Andante ,G Major
"Piano Sonatina in A Minor, Op. 88 No. 3: III. Allegro burlesco ",A Minor
"Cello Sonata No. 1 in D Minor, Op. 109: III. Finale. Allegro comodo ",D Minor
"Cello Concerto No. 1 in A Minor, Op. 33, R. 193: II. Allegretto con moto ",A Minor
"Mass in B minor, BWV 232 ",B minor
"Sonata in A Major, No. 9 ",A Major
"Symphony No. 3 in C Minor, Op. 78, R. 176 ""Organ"" ",C Minor
"12 Solos for Violin, Book 2, Sonata No. 3 in D Minor: II. Air ",D Minor
"Suite italiana in stile antico in A Minor, Op. 34: V. Presto ",A Minor
"Violin Sonata in E Minor, Op. 5 No. 8, MC 5.8 ",E Minor
"String Quartet No. 3 in E-Flat Minor, Op. 30, TH 113 ",E-Flat Minor
"Mass No. 13 in B-Flat Major, Hob. XXII:13 ""Schöpfungsmesse"": V. Benedictus ",B-Flat Major
"Concerto for 2 Oboes & Bassoon in D Major, TWV 53:C1 ""Concerto alla francese"": IV. Vivement ",D Major
"Symphony No. 2 in C Major, Op. 61: I. Sostenuto assai ",C Major
"Trumpet Concerto in D Major, TWV 51:D7: IV. Allegro ",D Major
"Guitar Trio No. 1 in A Major, Op. 18: II. Largo cantabile ",A Major
"Double Concerto for 2 Flutes & Lute in E Minor, TWV 52:e2. III. Cantabile ",E Minor
"Concerto grosso in G Minor, Op. 6 No. 6, HWV 324: III. Musette. Larghetto ",G Minor
"Organ Sonata No. 3 in G Major, Op. 88 ""Pastoral"": III. Fugue ",G Major
"Organ Sonata in A Minor, Wq. 70 No. 4 ",A Minor
"Organ Sonata No. 10 in B minor, Op. 146 ",B minor
"Keyboard Sonata in G Major, Wq. 65 No. 6 ",G Major
"Violin Sonata No. 1 in A minor, Op. 105: III. Lebhaft ",A minor
"Sinfonia No. 8 in D major, MWV N8: I. Adagio e grave - Allegro ",D major
"Violin Concerto No. 8 in E Minor, Op. 13: III. Allegretto moderato con spirito ",E Minor
Sinfonia Concertante No. 1 in F Major: I. Allegro ,F Major
"Serenade No. 7 in D Major, K. 250 ""Haffner"": IV. Rondo. Allegro ",D Major
"Keyboard Concerto in D Minor, Wq. 22: III. Allegro di molto ",D Minor
Piano Sonatina in C Major ,C Major
Berceuse in G Major ,G Major
"Piano Concerto No. 4 in G Major, K. 41: III. Molto allegro ",G Major
"String Quartet in A Major, Op. 3 No. 6, Hob. III:18: III. Menuetto ",A Major
L'art de toucher le clavecin: Prélude No. 1 in C Major ,C Major
"Pièces de clavecin, Book 3, 17th Ordre in E Minor: No. 4, Courante ",E Minor
"Cello Suite No. 1 in G major, BWV 1007: VI. Gigue ",G major
"Duo for Violin & Viola in G Major, Op. 28 No. 1, K. 423: III. Rondo. Allegro ",G Major
"Pièces de clavecin, Book 3, 16th Ordre in G Major-Minor: V. Le drôle de corps ",G Major
Piano Sonata No. 3 in B-Flat Major: I. Ruhig bewegt ,B-Flat Major
"Piano Concerto No. 1 in G Minor, Op. 25, MWV O7: I. Molto allegro con fuoco ",G Minor
"Violin Concerto in G Major, Op. 25 ",G Major
Symphony in E-Flat Major: I. Sehr lebhaft ,E-Flat Major
"Recorder Concerto in C Minor, RV 441: III. Allegro ",C Minor
Suites de pièces in C Major: Sarabande II ,C Major
"Symphony No. 47 in G Major, Hob. I:47: III. Minuet al roverso - Trio al roverso ",G Major
"Cello Grand Sonata in E flat Major, Op. 5 No. 1: II. Andante ",E flat Major
"Violin Concerto in G Minor, RV 319: III. Allegro ",G Minor
Concerto No. 1 for Sixth Flute in E Major: IV. Minuets I & II ,E Major
Keyboard Sonata in A Major ,A Major
24 Préludes & Fugues: Fugue No. 5 in D Major ,D Major
"Cello Sonata No. 9 in F Major, G. 9 ",F Major
"Symphony No. 7 in C Major, Hob. I:7 ""Le midi ",C Major
Keyboard Concerto No. 1 in C Minor: III. Allegro ma non troppo ,C Minor
"Nouvelles suites de pièces de clavecin, Suite in A minor, RCT 5: No. 5, Fanfarinette ",A minor
"Symphony No. 14 in A Major, K. 114: I. Allegro moderato ",A Major
Bass Viol Suite in D Minor ,D Minor
Concerto armonico No. 6 in E-Flat Major: II. Presto - Largo ,E-Flat Major
24 Mazurkas: No. 23 in D Major ,D Major
"Concerto symphonique No. 3 in E♭ major, Op. 45: IV. Furioso ",E♭ major
"Viola da gamba Sonata in G Minor, BWV 1029 ",G Minor
"Piano Sextet in D major, Op. 110, MWV Q 16: II. Adagio ",D major
"The Well-Tempered Clavier, Book 2: Prelude & Fugue No. 22 in B-Flat Minor, BWV 891 ",B-Flat Minor
"Organ Sonata in c minor ""Das ist der Tag, den Gott gemacht"": III. Rondo ",c minor
"Symphony No. 4 in D Minor, Op. 120: II. Romanze. Ziemlich langsam ",D Minor
"Souvenir de Florence in D minor, Op. 70, TH 118: II. Adagio cantabile e con moto ",D minor
Waltz in A Minor ,A Minor
"Sonata in B flat Major, TWV 41:B3: IV. Vivace ",B flat Major
"Symphony No. 2 in D Major, Op. 73: III. Allegretto grazioso ",D Major
Grande Sonata in C Major: I. Allegro moderato ,C Major
"Keyboard Sonata in C Major, Hob. XVI:7 ",C Major
"Symphony No. 2 in C Major, Op. 61: I. Sostenuto assai - Allegro, ma non troppo ",C Major
"The Four Seasons, Violin Concerto No. 3 in F Major, Op. 8, RV 293 ""Autumn"": I. Allegro ",F Major
"Flute Sonata in D Major, Op. 50: III. Rondo. Pastorale ",D Major
"Piano Concerto No. 2 in B-Flat Major, Op. 83: III. Andante ",B-Flat Major
"String Trio in D Major, Op. 47 No. 5, G. 111: II. Tempo di minuetto ",D Major
"Flute Sonata in E Minor, BWV 1034: III. Andante ",E Minor
"Barcarolle No. 2 in G Major, Op. 41 ",G Major
"Flute Sonata in A Minor, Op. 85 ",A Minor
"Pièces de clavecin, Book 1, 1st Ordre in G Minor: No. 3, Seconde courante ",G Minor
"Duo in E-Flat Major, Op. 3: III. Minuetto ",E-Flat Major
"Keyboard Partita No. 2 in C Minor, BWV 826: IV. Courante ",C Minor
"Violin Concerto No. 4 in D Major, Op. 15: III. Allegretto ",D Major
"Symphony No. 1 in E Minor, Op. 39: I. Andante, ma non troppo - Allegro energico ",E Minor
"Duet in C Major, Wq. 142, H. 636: I. Adagio e sostenuto ",C Major
Sonata in E Minor ,E Minor
"String Quartet in B-Flat Major, Op. 50 No. 1, Hob. III:44: IV. Finale. Vivace ",B-Flat Major
"Trio concertanti in D Minor, Op. 11 No. 1: III. Rondo. Presto ",D Minor
"Bassoon Quartet in D Minor, Op. 40 No. 2: I. Allegretto ",D Minor
24 Mazurkas: No. 19 in C Major ,C Major
"Harp Concerto in B-Flat Major, Op. 4 No. 6, HWV 294: II. Larghetto ",B-Flat Major
"12 Études de salon, Op. 5: No. 3 in A minor ""Hexentanz"" ",A minor
"Sonata for 2 Violins & Viola in E-Flat Major, RV 130 ""Santo Sepolcro"" ",E-Flat Major
"Violin Sonata No. 21 in E Minor, Op. 1 No. 4, K. 304: II. Tempo di menuetto ",E Minor
"Cello Sonata No. 2 in G Minor, Op. 117 ",G Minor
"Violin Sonata in A Minor ""F-A-E"", WoO 2 ",A Minor
"Prelude & Fugue in E Minor, BWV 900 ",E Minor
"Concerto for 2 Flutes in C Major, RV 533: II. Largo ",C Major
"Piano Sonata No. 18 in E-Flat Major, Op. 31 No. 3 ""The Hunt"": No. 4, Presto con fuoco ",E-Flat Major
"Sonata à 5 No. 6 in G Minor, Op. 2 No. 11: IV. Allegro ",G Minor
"Violin Sonata No. 1 in D Minor, Op. 1: IV. Finale. Allegro di molto ",D Minor
"7 Bagatelles, Op. 33: No. 6 in D Major. Allegretto quasi andante ",D Major
"8 Préludes, Op. 63: No. 8 in G Minor ",G Minor
"Violin Concerto in D Major, Op. 77: III. Allegro giocoso, ma non troppo - Poco più presto ",D Major
"Concerto for Strings in G Minor, RV 157: III. Allegro ",G Minor
"Concerto grosso in C Major, HWV 318 ""Alexander's Feast"": I. Allegro ",C Major
Fantasia in E-Flat Major ,E-Flat Major
"Piano Sonata No. 2 in A Major, Op. 2 No. 2: I. Allegro vivace ",A Major
"Pièces de clavecin, Suite in E Minor, RCT 2: VI. Double rigaudon ",E Minor
Les guitares bien tempérées: Prelude No. 4 in E major ,E major
"Flute Concerto in D minor, Wq. 22 No. 1: I. Allegro ",D minor
"Violin Sonata No. 5 in F minor, BWV 1018: III. Adagio ",F minor
"Symphony No. 33 in B-Flat Major, K. 319: IV. Finale. Allegro assai ",B-Flat Major
"Oboe Quartet in F Major, K. 370: I. Allegro ",F Major
"Keyboard Sonata in G Minor, Wq. 62 No. 18: II. Andante ",G Minor
"Symphony No. 11 in D Major, K. 84: I. Allegro ",D Major
"Organ Sonata No. 20 in F Major, Op. 196 ""Zur Friedensfeier"": I. Prelude ",F Major
Ciacona in D Minor ,D Minor
"Symphony No. 28 in C Major, K. 200: IV. Presto ",C Major
Symphony No. 3 in E-Flat Major: IV. Finale ,E-Flat Major
"Keyboard Suite in G Major, HWV 441: I. Allemande ",G Major
"10 Variations in F Major, D. 156 ",F Major
"Suite in E Minor, RCT 2: No. 5, Le rappel des oiseaux ",E Minor
"Violin Sonata in C Minor, Op. 4 No. 9, H. 93: I. Andante ",C Minor
"Manon Lescaut, SC 64: in quelle trine morbide ", 
"Violin Concerto in D Minor, Op. 8 No. 7, RV 242: II. Largo ",D Minor
"Organ Sonata in A Major, Op. 65 No. 3, MWV W 58 ",A Major
"Mass No. 18 in C Minor, K. 427 ""Great"": Kyrie ",C Minor
"Horn Concerto in D Major, TWV 51:D8: I. Vivace ",D Major
"French Suite No. 3 in B Minor, BWV 814a: I. Allemande ",B Minor
"1st Suite in E-Flat Major, Op. 28 No. 1, H. 105: II. Intermezzo ",E-Flat Major
"Guitar Quintet No. 7 in E minor, G. 451: I. Allegro moderato ",E minor
String Quintet No. 3 in E major: II. Andante poco adagio ,E major
"Keyboard Sonata in G Minor, Wq. 62 No. 18 ",G Minor
